,Open,High,Low,Close,Volume,RSI_14,ATR_14,MACD_Line,MACD_Signal,MACD_Histogram,BB_Position_20,FearGreedIndex,HashRate,ActiveAddresses,TxVolumeUSD,RSI_Signal_Neutral,RSI_Signal_Overbought (Sell),RSI_Signal_Oversold (Buy),BB_Signal_Above Upper Band (Sell),BB_Signal_Below Lower Band (Buy),BB_Signal_Neutral,Dist_EMA7_pct,Dist_EMA14_pct,Dist_EMA21_pct,Dist_EMA50_pct,Dist_EMA200_pct,EMA_7_21_ratio,EMA_21_50_ratio,EMA_50_200_ratio,EMA_21_slope,EMA_200_slope,ATR_pct,Return_5d,Return_10d,Return_20d,Dist_from_20d_high,Dist_from_20d_low,ADX_14
2022-07-19,264.49493408203125,274.24365234375,256.6991882324219,268.81732177734375,1925805446,65.40612092179654,12.735388149613655,3.8898791981209797,-1.4280325762238952,5.317911774344875,1.061946348692566,30.0,199988701.51202142,682638.0,4686873167.751223,1,0,0,1,0,0,0.062429256183530304,0.09157109968727833,0.1011214122635284,0.053062651890588106,-0.2659901689453307,0.04304491908905228,-0.050751784654909815,-0.25201840319322133,,,0.04737562321286027,,,,,,
2022-07-20,268.772705078125,271.7902526855469,256.9964904785156,258.33880615234375,1675018362,58.36238624802194,12.882414868000627,4.605755392977443,-0.22127498238362753,4.827030375361071,0.8433737609706347,31.0,182598379.64141086,642244.0,3376687092.8781495,1,0,0,0,0,1,0.018300240825291678,0.04742763211461269,0.05878352273766173,0.014079137996786284,-0.31418255559404035,0.043011658731391345,-0.04534277188337832,-0.24978393769840057,,,0.04986635596823111,,,,,,
2022-07-21,258.3401184082031,265.90753173828125,251.545654296875,265.4625549316406,1220055525,61.40540479480409,12.98809076610103,5.682416070567001,0.9594632282064982,4.7229528423605025,0.913493198645637,34.0,199187652.45519632,686329.0,6542475947.197538,1,0,0,0,0,1,0.03348328491033789,0.06325811346269512,0.07640116691108735,0.03894688263903239,-0.2761408789337119,0.04646809898753723,-0.038972127133725665,-0.24690672227036403,,,0.04892626295051518,,,,,,100.0
2022-07-22,265.4770202636719,271.1519775390625,261.6124572753906,262.87744140625,1173778496,59.70030033308323,12.741764301641805,6.2549768778146415,2.018565958128127,4.236410919686515,0.8375245997198704,33.0,181711862.6387281,650694.0,2968088068.9026737,1,0,0,0,0,1,0.01798398371697021,0.046840106335333316,0.061198706922886634,0.028339266468042242,-0.2858177948981637,0.04603181048491245,-0.03381781245332549,-0.24432471117813948,,,0.048470360307375025,,,,,,92.98394568159868
2022-07-23,262.72015380859375,271.6138610839844,253.22386169433594,259.4630126953125,1108172504,57.43189504067436,13.145209665070851,6.3599065375741475,2.8868340740173313,3.473072463556816,0.757946667171121,31.0,211997173.07851613,572761.0,1605649425.5929158,1,0,0,0,0,1,0.003795786443403332,0.029723985336293682,0.04440405467595554,0.014942696703307536,-0.2997263142640688,0.04249522869080602,-0.02990826815257308,-0.242104054918322,,,0.05066313509782327,,,,,,89.61118366185866
2022-07-24,259.473876953125,265.8866882324219,257.4329528808594,261.8648681640625,913146574,58.62291097998817,12.810104356963112,6.561239823638459,3.621715223941557,2.9395245996969024,0.7705275149534353,30.0,216126988.13848722,531268.0,986955946.3014323,1,0,0,0,0,1,0.009699816775674707,0.03347367523721744,0.04833535767191531,0.023037454262380058,-0.28494133910111513,0.04059785262350957,-0.02589444551370701,-0.23968315439126797,0.03134243245544566,,0.04891875892621601,-0.02586311613892145,,,,,86.47933321495721
2022-07-25,261.84100341796875,262.4361267089844,245.14849853515625,245.14849853515625,1005244476,48.4604192978653,13.129927486739186,5.310708042338632,3.9595137876209723,1.3511942547176599,0.47022758983361707,30.0,195477912.83863172,629329.0,2240841200.856595,1,0,0,0,0,1,-0.043370635979121545,-0.02810820695888566,-0.015052240464792253,-0.041871365019774266,-0.36885281906443185,0.027898461168227362,-0.02574130113891071,-0.23887261617223332,0.023383621310933744,,0.05355907772307343,-0.05105817361952625,,,,,85.28492745734687
2022-07-26,245.12367248535156,248.9583740234375,240.11329650878906,248.9583740234375,926779355,50.56386280418468,12.82386677444699,4.574347477224876,4.082480525541753,0.49186695168312333,0.5287304575524415,26.0,220256803.19845834,655695.0,2529268854.929778,1,0,0,0,0,1,-0.020552745501963735,-0.010724823733222305,0.0004376099900870474,-0.024910575273400057,-0.34444316394485236,0.02099954510277513,-0.024732094560274587,-0.23766909397187364,0.014962508494556381,,0.05151008406425294,-0.06217140836474333,,,,,84.52874479674665
2022-07-27,249.01580810546875,271.5043640136719,247.80410766601562,271.5043640136719,1405510237,60.767950426078585,13.600751743961938,5.7438380026134155,4.414752020956086,1.3290859816573297,0.8801348158143785,28.0,227139828.29841012,644191.0,2043786368.01846,1,0,0,0,0,1,0.048146220278075386,0.06344586025192886,0.07585659641277957,0.057838263624684715,-0.23048286775764495,0.029984930939442656,-0.01912445824579445,-0.23431543740852567,0.01669148038709367,,0.0500940446882727,0.03281728002704454,,,,,78.65402122492522
2022-07-28,271.5153503417969,280.12738037109375,264.7391052246094,277.2939147949219,1648592412,62.88642234996346,13.728431986999256,7.056493171691471,4.9431002511031625,2.113392920588309,0.9145988886095947,32.0,194101307.8186414,697022.0,3762271329.7370615,1,0,0,0,0,1,0.051014804214493045,0.07193328267073164,0.08650141547808911,0.07446983925743161,-0.20275419098860803,0.03884692528797773,-0.012999658715610485,-0.23049101164900065,0.02164135174418358,,0.049508594507572896,0.06872232737291228,,,,,74.27113214379968
2022-07-29,277.3141174316406,301.2096862792969,275.3043518066406,293.9533386230469,2562325488,68.20651969901957,14.598210735974757,9.33346771869202,5.821173744620935,3.5122939740710857,1.0471725571344006,39.0,200984332.91859323,708268.0,3110903345.229869,1,0,0,1,0,0,0.07859798109172511,0.1079262244410138,0.12570251069513122,0.12194568462317133,-0.13325045816031816,0.05387700431446696,-0.004278580500282181,-0.225189534180967,0.03127967136657284,,0.04966165992315833,0.1225382797011183,0.09350594180282323,,,,71.90260580800631
2022-07-30,293.91510009765625,299.7239685058594,285.4088134765625,287.5361328125,1578905327,64.37829930924521,14.57799247121205,10.499143977538324,6.756767791204412,3.742376186333912,0.9046808634180699,42.0,177582047.57875702,601643.0,1279164246.4561443,1,0,0,0,0,1,0.04352565965495086,0.07628140116679846,0.09653637924934806,0.09833564672617354,-0.15696470624734585,0.05867499075430693,0.001995495851968121,-0.22066390754614695,0.04396386220695825,,0.050699688865601604,0.1729059510077522,0.11301951532182297,,,,69.70325992476963
2022-07-31,287.5772399902344,296.210205078125,282.60931396484375,283.5794677734375,1313531523,62.06523633612434,14.508199517074138,10.977143334173263,7.600842899798183,3.3763004343750804,0.8239712920455944,39.0,209243963.0385354,561055.0,1438862646.8271215,1,0,0,0,0,1,0.022635281611095515,0.05494072486709142,0.0763006648634683,0.0823921580235152,-0.1713848869933227,0.05809832400111081,0.006638449325940821,-0.21664701998010705,0.0526130947062009,,0.051160966028278514,0.13906378480259796,0.0682465850841456,,,,67.23296467650637
2022-08-01,283.6294860839844,290.08477783203125,278.3435363769531,283.53948974609375,1314157614,62.04098121915991,14.310559655502994,11.223359473695382,8.325346214577623,2.898013259117759,0.8062717902121511,33.0,187218282.71868956,635502.0,2648018548.7209826,1,0,0,0,0,1,0.016873107579859926,0.04749981164765806,0.0692458424068938,0.07903678736479518,-0.16984308231153625,0.05626913874063977,0.010631200924829498,-0.2127463703803424,0.05179803666451033,,0.050471134261819865,0.04432755906573882,0.07859954901155897,,,,64.31035321033724
2022-08-02,283.4763488769531,290.5367736816406,274.8204650878906,283.82098388671875,1768344106,62.153135935710196,14.410970293949209,11.31081769708942,8.922440511079984,2.3883771860094356,0.7887121257319106,31.0,213373778.09850645,663588.0,2412379200.6057954,1,0,0,0,0,1,0.013386130893702696,0.041985235911574895,0.06378996907579201,0.07681489829401665,-0.16700439380907198,0.05383817361188892,0.014108686539844983,-0.20892748424645502,0.0489857134384486,,0.050774858492143936,0.02353845051603143,0.09387839499115747,,,,61.1023288387459
